carat,depth,table,x,y,z,price,cut,color,clarity
0.39,61.4,57,4.66,4.72,2.88,581,Ideal,J,VS2
0.25,61.1,57,4.06,4.07,2.48,582,Ideal,G,IF
0.23,61.6,57,3.96,3.99,2.45,583,Very Good,F,VVS2
0.23,61.8,57,3.94,3.96,2.44,583,Very Good,F,VVS1
0.23,62.2,57,3.93,3.96,2.45,583,Very Good,E,VVS1
0.31,63.3,57,4.28,4.31,2.72,583,Good,G,VS1
1.01,62.4,57,6.37,6.41,3.99,4336,Ideal,I,SI2
1.01,63.6,57,6.34,6.3,4.02,4338,Good,D,SI2
1.01,61.8,57,6.47,6.42,3.98,4338,Premium,D,SI2
1.02,62.6,57,6.42,6.46,4.03,4341,Very Good,H,SI2
1.04,61.7,57,6.49,6.54,4.02,4344,Ideal,I,SI1
1.15,62.6,57,6.73,6.69,4.2,4347,Premium,I,SI2
1.15,61.8,57,6.73,6.67,4.14,4347,Ideal,J,SI1
1.13,61.6,57,6.73,6.78,4.16,4348,Very Good,I,VS2
1.09,60.9,57,6.64,6.69,4.06,4349,Very Good,H,SI2
0.78,62.2,57,5.86,5.9,3.66,4350,Ideal,D,VS1
1.01,62.1,57,6.48,6.44,4.01,4350,Ideal,G,SI2
1.05,60.4,57,6.61,6.54,3.97,4354,Premium,F,SI2
1.08,61.4,57,6.67,6.62,4.08,4355,Ideal,I,SI1
1.01,62.8,57,6.35,6.38,4,4355,Very Good,E,SI2
0.96,62.6,57,6.28,6.24,3.92,4355,Ideal,G,SI1
0.91,61,57,6.25,6.28,3.82,4360,Ideal,G,SI2
0.85,61.6,57,6.07,6.1,3.75,4363,Ideal,E,SI1
0.84,60.6,57,6.15,6.06,3.7,4365,Premium,D,VS1
0.94,60.9,57,6.34,6.36,3.87,4366,Ideal,E,SI2
1.2,62.2,57,6.8,6.77,4.22,4368,Ideal,I,SI1
1.2,61.1,57,6.9,6.81,4.19,4368,Ideal,H,SI2
1.04,62,57,6.5,6.47,4.02,4368,Premium,I,SI1
0.9,63.1,57,6.13,6.16,3.88,4370,Good,F,VS2
1.02,62.7,57,6.44,6.42,4.03,4370,Ideal,G,SI2
1.06,62.8,57,6.49,6.57,4.1,4372,Very Good,H,SI2
1,61.2,57,6.39,6.48,3.94,4372,Ideal,F,SI2
1,64,57,6.29,6.33,4.04,4372,Good,F,SI1
1.02,60,57,6.53,6.57,3.93,4373,Very Good,F,SI2
1.07,61.7,57,6.59,6.56,4.06,4374,Ideal,E,SI2
1.04,60.7,57,6.51,6.61,3.98,4375,Ideal,G,SI2
1.04,61.4,57,6.48,6.54,4,4375,Ideal,G,SI2
1.02,60.5,57,6.56,6.52,3.95,4375,Ideal,H,SI2
1.11,61.9,57,6.62,6.66,4.11,4377,Ideal,I,SI2
1,62,57,6.4,6.34,3.95,4379,Very Good,H,SI2
0.9,63,57,6.09,6.13,3.85,4381,Very Good,H,VS2
0.9,63.5,57,6.11,6.15,3.89,4381,Good,D,SI1
0.9,63.3,57,6.07,6.12,3.86,4381,Good,D,SI1
1.02,62.1,57,6.41,6.37,3.97,4381,Premium,D,SI2
1.03,61.1,57,6.55,6.52,3.99,4384,Ideal,H,SI2
1.13,61.7,57,6.7,6.59,4.13,4385,Ideal,I,SI2
0.9,61.6,57,6.25,6.19,3.83,4385,Premium,E,SI1
0.8,61.1,57,5.97,6,3.65,4388,Ideal,G,VS1
1.21,62.7,57,6.77,6.72,4.23,4391,Premium,J,SI1
0.91,61,57,6.2,6.26,3.8,4392,Ideal,E,SI1
1.02,60.7,57,6.5,6.54,3.96,4397,Ideal,J,VS2
1.02,59.6,57,6.65,6.5,3.92,4398,Fair,H,SI2
1.02,63,57,6.39,6.44,4.04,4398,Very Good,E,SI2
1.05,62.9,57,6.47,6.51,4.08,4398,Very Good,E,SI2
1.02,62.4,57,6.43,6.4,4,4398,Ideal,F,SI2
1.02,70.6,57,6.08,6.01,4.27,4398,Fair,D,SI1
1.02,60.7,57,6.54,6.51,3.96,4398,Ideal,H,SI2
0.31,60.8,57,4.38,4.41,2.67,583,Ideal,F,VS2
0.31,63,57,4.27,4.33,2.71,583,Very Good,F,VS2
0.31,61.9,57,4.32,4.34,2.68,583,Ideal,F,VS2
0.32,59.9,57,4.47,4.49,2.68,584,Very Good,E,SI1
0.9,60.7,57,6.21,6.25,3.78,4401,Ideal,F,SI1
1.03,63.3,57,6.37,6.46,4.06,4401,Ideal,I,SI1
1.07,62,57,6.58,6.55,4.07,4401,Ideal,G,SI2
1.06,62.8,57,6.52,6.56,4.11,4402,Ideal,H,SI2
0.92,63.1,57,6.11,6.16,3.87,4404,Good,F,VS2
1.06,61.4,57,6.57,6.52,4.02,4405,Ideal,I,VS2
0.92,61.9,57,6.23,6.25,3.86,4406,Ideal,G,SI2
0.92,58.9,57,6.35,6.38,3.75,4406,Good,E,VS2
1.05,61.2,57,6.62,6.55,4.03,4410,Ideal,H,SI2
1.05,61.2,57,6.59,6.54,4.02,4410,Ideal,H,SI2
1.07,62.8,57,6.5,6.58,4.11,4413,Very Good,H,SI2
1,62.6,57,6.31,6.37,3.97,4413,Very Good,G,SI1
1.08,62.2,57,6.6,6.56,4.09,4413,Ideal,H,SI1
1.01,60.5,57,6.49,6.53,3.94,4416,Ideal,F,SI2
1.06,62.4,57,6.54,6.48,4.06,4416,Ideal,H,VS2
0.9,62.8,57,6.13,6.16,3.86,4419,Very Good,E,VS2
0.9,59.5,57,6.19,6.34,3.73,4419,Very Good,D,SI1
0.9,62.1,57,6.15,6.18,3.83,4419,Ideal,E,VS2
1.07,62.4,57,6.56,6.58,4.1,4419,Ideal,G,SI2
0.86,62.2,57,6.05,6.1,3.78,4420,Ideal,G,VS1
1.07,61.7,57,6.55,6.59,4.05,4421,Ideal,G,SI2
1.12,60.1,57,6.82,6.75,4.08,4422,Ideal,J,VS2
1.17,62.7,57,6.77,6.69,4.22,4423,Premium,I,SI2
1.35,66.5,57,6.79,6.74,4.5,4423,Fair,I,SI2
1,61.3,57,6.4,6.46,3.94,4425,Ideal,F,SI2
1.05,63.5,57,6.39,6.43,4.07,4427,Very Good,G,SI2
1.28,61.6,57,6.93,6.96,4.28,4428,Ideal,G,I1
1.05,59.1,57,6.63,6.73,3.95,4429,Very Good,G,SI1
0.91,60.8,57,6.27,6.29,3.82,4429,Ideal,E,SI1
0.9,63.3,57,6.11,6.15,3.88,4432,Good,F,VS2
1.01,61.9,57,6.36,6.41,3.95,4432,Very Good,H,SI1
1.07,59.2,57,6.7,6.64,3.95,4434,Ideal,H,SI2
1.01,62.8,57,6.38,6.35,4,4434,Ideal,E,SI2
1.1,62.6,57,6.6,6.56,4.12,4435,Premium,H,SI2
1.04,62.9,57,6.39,6.45,4.04,4435,Very Good,H,SI2
0.9,61.4,57,6.19,6.16,3.79,4435,Premium,E,VS2
1.15,63.8,57,6.65,6.6,4.23,4437,Good,F,SI2
0.9,60.9,57,6.22,6.26,3.8,4438,Very Good,D,SI1
1.02,63.1,57,6.37,6.43,4.04,4443,Good,E,SI1
0.84,60.6,57,6.06,6.15,3.7,4443,Very Good,D,VS1
0.9,63.4,57,6.13,6.1,3.88,4447,Very Good,D,SI1
1.06,61.9,57,6.61,6.51,4.06,4452,Premium,I,SI1
1,61.2,57,6.48,6.39,3.94,4452,Ideal,F,SI2
1.06,62.8,57,6.57,6.49,4.1,4452,Ideal,H,SI2
1,64,57,6.33,6.29,4.04,4452,Good,F,SI1
1.06,59.4,57,6.67,6.63,3.95,4452,Ideal,H,SI2
0.9,62.1,57,6.17,6.23,3.85,4455,Very Good,H,VS1
1.08,59.3,57,6.71,6.74,3.99,4455,Ideal,H,SI2
1.08,60.4,57,6.63,6.68,4.02,4455,Ideal,H,SI2
1.16,63.2,57,6.66,6.7,4.22,4455,Very Good,H,SI2
0.9,62.6,57,6.16,6.11,3.84,4455,Premium,G,SI1
0.9,60.6,57,6.28,6.2,3.78,4455,Premium,G,SI1
1.04,61.4,57,6.54,6.48,4,4455,Ideal,G,SI2
1.04,60.7,57,6.61,6.51,3.98,4455,Ideal,G,SI2
1.11,61.9,57,6.66,6.62,4.11,4457,Ideal,I,SI2
0.7,62.2,57,5.7,5.74,3.56,4458,Ideal,F,VVS1
1.07,62.1,57,6.53,6.49,4.04,4458,Ideal,H,VS2
0.38,61.2,57,4.67,4.71,2.87,585,Very Good,F,SI2
0.27,61.7,57,4.16,4.2,2.58,586,Ideal,D,VVS1
0.27,63.9,57,4.07,4.1,2.61,586,Good,E,VVS1
1.04,61.7,57,6.49,6.54,4.02,4461,Ideal,H,SI2
1.24,63.3,57,6.85,6.79,4.32,4462,Very Good,G,SI2
0.9,61.6,57,6.19,6.25,3.83,4463,Very Good,E,SI1
0.9,63.9,57,6.05,6.1,3.88,4463,Good,E,SI1
1.09,62.7,57,6.53,6.59,4.11,4465,Ideal,J,SI1
1,61.1,57,6.43,6.48,3.95,4466,Ideal,J,VS1
0.9,62.6,57,6.07,6.19,3.84,4466,Good,F,VS2
1.01,64.1,57,6.32,6.22,4.02,4466,Good,D,VS2
1.06,62.2,57,6.51,6.49,4.04,4467,Ideal,G,SI2
1.04,62.3,57,6.5,6.46,4.04,4467,Premium,G,SI1
1.04,62.8,57,6.5,6.41,4.05,4467,Premium,G,SI1
1.01,65.1,57,6.27,6.32,4.1,4468,Good,D,SI2
1,62.6,57,6.4,6.37,4,4469,Ideal,H,SI1
1.14,62.4,57,6.66,6.7,4.17,4470,Very Good,J,SI2
1.03,62.1,57,6.44,6.42,3.99,4470,Ideal,G,SI2
1.01,63.4,57,6.4,6.31,4.03,4472,Very Good,D,SI2
1.08,61.4,57,6.67,6.62,4.08,4476,Ideal,I,SI1
1.2,64.1,57,6.7,6.62,4.27,4476,Good,I,SI2
1.02,63,57,6.44,6.39,4.04,4478,Ideal,E,SI2
1.01,60.9,57,6.47,6.51,3.95,4479,Ideal,E,SI2
0.9,61.4,57,6.18,6.32,3.84,4479,Ideal,G,VS1
0.9,62,57,6.22,6.19,3.85,4482,Ideal,G,VS2
1.04,60.7,57,6.51,6.43,3.93,4484,Ideal,H,SI2
1.01,61.9,57,6.42,6.35,3.95,4484,Very Good,F,SI2
1.1,62.5,57,6.61,6.58,4.12,4484,Ideal,G,SI1
0.9,63.5,57,6.02,6.07,3.84,4485,Very Good,H,VVS1
1.01,61.3,57,6.47,6.54,3.99,4486,Ideal,J,VS2
0.92,61.8,57,6.22,6.27,3.86,4488,Ideal,I,SI1
0.8,61.4,57,5.98,5.94,3.66,4493,Ideal,E,VVS2
0.9,61.7,57,6.17,6.21,3.82,4493,Very Good,F,VS2
1.05,61,57,6.55,6.62,4.02,4494,Ideal,I,SI1
1.07,62.8,57,6.58,6.5,4.11,4494,Ideal,H,SI2
1.01,62.9,57,6.27,6.36,3.97,4496,Good,H,SI1
1.11,62.4,57,6.57,6.6,4.11,4497,Ideal,J,SI1
1.1,58.9,57,6.86,6.82,4.03,4497,Premium,H,SI2
1.01,60.5,57,6.53,6.49,3.94,4497,Ideal,F,SI2
1.01,63.7,57,6.3,6.35,4.03,4498,Very Good,G,SI2
1.03,61.4,57,6.53,6.6,4.03,4503,Very Good,F,SI2
0.76,62.1,57,5.8,5.83,3.61,4504,Very Good,F,VVS1
1,62.5,57,6.28,6.39,3.96,4504,Good,F,SI1
1.15,62.4,57,6.66,6.59,4.14,4508,Premium,H,SI2
1.36,62.1,57,7.11,7.06,4.4,4509,Premium,G,I1
1.01,61.9,57,6.4,6.5,3.98,4509,Ideal,I,SI1
1.28,61.6,57,6.96,6.93,4.28,4509,Ideal,G,I1
1.05,59.1,57,6.73,6.63,3.95,4510,Premium,G,SI1
0.91,63.5,57,6.11,6.14,3.89,4512,Good,E,SI1
1.2,60.3,57,6.88,6.95,4.17,4514,Very Good,I,SI2
1.04,61.9,57,6.49,6.46,4.01,4515,Ideal,H,SI1
0.36,61,57,4.59,4.63,2.81,587,Ideal,H,VS2
0.36,61.4,57,4.59,4.63,2.83,587,Ideal,H,VS2
0.27,60.5,57,4.2,4.22,2.55,587,Ideal,I,IF
0.34,61.9,57,4.52,4.49,2.79,589,Ideal,I,SI1
0.34,60.2,57,4.54,4.5,2.72,589,Ideal,I,SI1
0.34,62.8,57,4.45,4.43,2.79,589,Ideal,I,SI1
0.34,61.9,57,4.48,4.44,2.76,589,Ideal,I,SI1
1.2,62.5,57,6.8,6.74,4.23,4516,Ideal,J,SI2
1.06,62.7,57,6.46,6.5,4.06,4523,Ideal,H,SI2
0.9,62.5,57,6.13,6.15,3.84,4523,Ideal,F,SI1
0.9,62.1,57,6.18,6.25,3.86,4523,Ideal,D,SI1
1.02,63.1,57,6.43,6.37,4.04,4524,Very Good,E,SI1
1.04,62,57,6.47,6.5,4.02,4530,Ideal,E,SI1
0.93,63.1,57,6.19,6.17,3.9,4531,Very Good,E,SI1
1.08,61,57,6.64,6.6,4.04,4536,Ideal,H,SI2
1.08,59.3,57,6.74,6.71,3.99,4536,Ideal,H,SI2
1.08,60.4,57,6.68,6.63,4.02,4536,Ideal,H,SI2
1.02,61.6,57,6.43,6.5,3.98,4540,Ideal,H,SI1
1,64.7,57,6.29,6.36,4.09,4541,Very Good,D,SI2
0.98,62.2,57,6.33,6.37,3.95,4542,Very Good,G,SI2
1.04,61.7,57,6.54,6.49,4.02,4543,Ideal,H,SI2
1.08,61.9,57,6.55,6.57,4.06,4544,Ideal,G,SI2
1.03,60.9,57,6.53,6.55,3.98,4545,Very Good,D,SI2
1.04,62.6,57,6.45,6.48,4.05,4547,Ideal,F,SI2
1.01,63.5,57,6.29,6.33,4.01,4549,Good,F,SI1
1.01,63,57,6.36,6.4,4.02,4549,Very Good,F,SI1
1.26,64.8,57,6.73,6.69,4.35,4551,Fair,I,SI2
1.13,62,57,6.74,6.64,4.15,4556,Ideal,H,SI2
1.13,61.3,57,6.72,6.7,4.11,4556,Ideal,H,SI1
1.1,62.6,57,6.6,6.56,4.12,4558,Premium,H,SI2
1.02,61.8,57,6.48,6.41,3.98,4558,Ideal,H,SI1
1.05,62.5,57,6.52,6.45,4.05,4558,Premium,H,SI1
1.1,60.9,57,6.67,6.62,4.05,4558,Premium,H,SI2
1.14,63,57,6.7,6.64,4.2,4558,Ideal,G,SI2
1.01,63,57,6.39,6.34,4.01,4559,Ideal,F,SI1
1.01,63.3,57,6.32,6.27,3.99,4559,Very Good,H,VS2
1.35,62.5,57,7.01,7.04,4.39,4560,Ideal,G,I1
0.9,62,57,6.19,6.22,3.85,4561,Ideal,G,VS2
0.9,63,57,6.15,6.07,3.85,4562,Premium,E,VS2
1.01,61.1,57,6.44,6.5,3.95,4563,Very Good,E,SI1
1.04,62.8,57,6.44,6.48,4.06,4564,Very Good,H,SI1
1,61.4,57,6.37,6.34,3.9,4564,Ideal,H,SI1
1.06,60.7,57,6.57,6.61,4,4568,Ideal,F,SI2
1.02,62.5,57,6.47,6.43,4.03,4570,Premium,F,SI2
1,63.9,57,6.31,6.34,4.04,4573,Good,E,SI1
1.32,63.5,57,6.95,6.98,4.42,4573,Good,J,SI1
1.07,62.4,57,6.58,6.53,4.09,4573,Premium,F,SI2
0.94,62.3,57,6.24,6.29,3.9,4575,Ideal,D,SI1
1.06,61,57,6.56,6.61,4.02,4578,Ideal,G,SI2
1.11,62.7,57,6.59,6.66,4.14,4578,Ideal,H,SI2
0.9,62.5,57,6.12,6.2,3.85,4579,Ideal,D,SI1
0.9,63.5,57,6.06,6.09,3.86,4580,Good,F,VS1
0.9,62.9,57,6.16,6.18,3.88,4580,Very Good,E,VS2
1.09,62.5,57,6.56,6.58,4.11,4584,Very Good,I,SI2
0.9,59.9,57,6.27,6.31,3.77,4584,Ideal,H,VS2
1.13,62.5,57,6.67,6.71,4.18,4584,Ideal,H,SI2
1.02,62.7,57,6.35,6.44,4.01,4585,Ideal,E,SI2
1.09,61.2,57,6.63,6.68,4.07,4586,Ideal,G,SI2
0.32,61.3,57,4.37,4.41,2.69,589,Ideal,D,SI1
0.32,61.4,57,4.41,4.42,2.71,589,Ideal,D,SI1
0.32,63.1,57,4.37,4.38,2.76,589,Good,D,SI1
0.32,61.9,57,4.36,4.4,2.71,589,Ideal,D,SI1
0.32,62,57,4.38,4.42,2.73,589,Ideal,D,SI1
0.32,63.3,57,4.37,4.38,2.77,589,Good,D,SI1
1.03,61.4,57,6.6,6.53,4.03,4586,Premium,F,SI2
1,62.9,57,6.37,6.32,3.99,4586,Premium,F,SI1
1.01,63.9,57,6.29,6.36,4.04,4588,Good,D,SI2
1.01,63.6,57,6.33,6.37,4.04,4588,Good,G,SI1
1.01,60.3,57,6.51,6.56,3.94,4588,Very Good,D,SI2
1.01,63.9,57,6.3,6.37,4.05,4588,Good,G,SI1
1.01,61.8,57,6.41,6.46,3.98,4588,Ideal,G,SI1
1.2,62.5,57,6.72,6.79,4.22,4590,Very Good,J,VS2
1.09,62.1,57,6.58,6.63,4.1,4591,Very Good,G,SI2
0.9,63.7,57,6.09,6.02,3.86,4592,Very Good,H,VVS2
0.9,61.9,57,6.13,6.18,3.81,4593,Ideal,F,SI2
1.02,63.5,57,6.35,6.4,4.05,4594,Good,F,SI1
1.2,63,57,6.77,6.7,4.24,4596,Ideal,I,SI2
0.9,62.5,57,6.12,6.14,3.83,4600,Very Good,G,VS2
1.51,63.3,57,7.31,7.23,4.6,4600,Very Good,J,I1
0.91,60.8,57,6.24,6.25,3.8,4606,Very Good,F,VS2
1.05,61.8,57,6.51,6.57,4.04,4608,Ideal,G,SI2
1.01,64.7,57,6.22,6.29,4.05,4608,Good,E,SI1
0.91,60,57,6.29,6.31,3.83,4609,Ideal,I,VVS1
0.93,63.1,57,6.17,6.19,3.9,4611,Good,E,SI1
0.91,63.6,57,6.13,6.1,3.89,4611,Good,E,SI1
1.22,63.8,57,6.77,6.72,4.3,4612,Good,J,SI1
1.22,61.8,57,6.9,6.83,4.23,4612,Ideal,I,SI2
1.07,62.4,57,6.52,6.55,4.08,4613,Ideal,E,SI2
1.04,62,57,6.5,6.47,4.02,4613,Ideal,E,SI1
1.14,63.3,57,6.6,6.63,4.19,4615,Very Good,H,SI2
0.9,62.2,57,6.17,6.24,3.86,4617,Very Good,F,VS2
0.9,64.3,57,6.07,6.09,3.91,4617,Good,F,VS2
1.17,62.1,57,6.74,6.81,4.21,4617,Ideal,J,SI1
1.05,63,57,6.47,6.41,4.06,4618,Premium,G,SI2
1.01,61.9,57,6.37,6.42,3.96,4619,Very Good,F,SI1
1,62.4,57,6.33,6.4,3.97,4620,Very Good,E,SI2
1.26,59.6,57,7.01,7.04,4.19,4620,Ideal,I,SI2
1,62,57,6.37,6.41,3.96,4623,Ideal,E,SI2
1.1,60.1,57,6.77,6.74,4.06,4624,Ideal,J,SI2
1.08,61.9,57,6.57,6.55,4.06,4627,Ideal,G,SI2
1,63.2,57,6.24,6.32,3.97,4628,Very Good,D,SI2
0.82,60.8,57,6.02,6.05,3.67,4628,Ideal,D,VS2
1.04,60.3,57,6.55,6.58,3.96,4629,Ideal,H,SI1
1.04,62.6,57,6.48,6.45,4.05,4630,Ideal,F,SI2
1.21,62.9,57,6.78,6.73,4.25,4631,Ideal,G,SI2
1.01,57.4,57,6.52,6.48,3.73,4632,Good,F,SI1
1.02,59.2,57,6.52,6.56,3.87,4633,Ideal,G,SI1
1.02,62,57,6.41,6.5,4,4633,Very Good,G,SI1
1.01,65.5,57,6.12,6.22,4.04,4634,Fair,F,SI1
0.9,63.4,57,6.19,6.08,3.89,4637,Very Good,F,VS2
0.9,61.7,57,6.21,6.11,3.8,4637,Premium,G,VS2
0.92,61.7,57,6.32,6.2,3.86,4637,Premium,E,SI1
1.12,62,57,6.68,6.61,4.12,4641,Premium,H,SI2
0.91,62,57,6.15,6.23,3.84,4642,Ideal,F,SI2
0.9,63,57,6.07,6.15,3.85,4643,Very Good,E,VS2
1.35,62.5,57,7.04,7.01,4.39,4643,Ideal,G,I1
0.7,63.2,57,5.62,5.67,3.57,4644,Very Good,E,VVS1
1.04,62.5,57,6.5,6.46,4.05,4648,Ideal,H,SI1
1,61.5,57,6.39,6.43,3.94,4649,Ideal,I,SI1
0.32,62,57,4.37,4.4,2.72,589,Ideal,D,SI1
0.32,63.3,57,4.36,4.39,2.77,589,Good,D,SI1
0.32,62.7,57,4.34,4.37,2.73,589,Very Good,D,SI1
0.32,60.8,57,4.41,4.44,2.69,589,Ideal,D,SI1
0.32,59.6,57,4.42,4.47,2.65,589,Ideal,D,SI1
0.34,62.3,57,4.45,4.48,2.78,590,Very Good,H,VS1
0.3,62.2,57,4.26,4.29,2.66,590,Ideal,H,VVS2
1.01,61.4,57,6.44,6.5,3.97,4653,Ideal,G,SI1
1.15,61.9,57,6.68,6.72,4.15,4654,Very Good,H,SI2
1.14,63,57,6.7,6.65,4.2,4654,Premium,H,SI1
1.08,63.7,57,6.49,6.54,4.15,4656,Good,E,SI2
1.32,63.5,57,6.98,6.95,4.42,4657,Very Good,J,SI1
0.9,61.7,57,6.25,6.2,3.84,4657,Ideal,F,SI1
1.01,63.5,57,6.31,6.35,4.02,4659,Very Good,H,SI1
1.04,61.3,57,6.56,6.53,4.01,4659,Ideal,I,SI1
1.04,61.3,57,6.57,6.54,4.02,4659,Ideal,I,SI1
0.9,62.6,57,6.11,6.09,3.82,4662,Very Good,H,VS2
1.02,61.5,57,6.49,6.45,3.98,4662,Ideal,I,VS2
1.06,61,57,6.61,6.56,4.02,4662,Ideal,G,SI2
1.11,62.7,57,6.66,6.59,4.14,4662,Ideal,H,SI2
0.91,60.6,57,6.25,6.27,3.79,4663,Ideal,I,VVS2
1,63.1,57,6.32,6.39,4.01,4664,Ideal,I,VS1
1.01,61.1,57,6.48,6.52,3.97,4666,Ideal,E,SI2
1.24,61.6,57,6.89,6.87,4.24,4666,Ideal,J,SI2
1.04,62.1,57,6.46,6.48,4.02,4668,Ideal,F,SI2
1.09,61.2,57,6.68,6.63,4.07,4670,Ideal,G,SI2
1.01,63.9,57,6.37,6.3,4.05,4672,Good,G,SI1
1.01,63.6,57,6.37,6.33,4.04,4672,Good,G,SI1
1.01,60.3,57,6.56,6.51,3.94,4672,Premium,D,SI2
1.01,63.9,57,6.36,6.29,4.04,4672,Good,D,SI2
1.22,61.2,57,6.86,6.9,4.21,4676,Ideal,J,SI2
1.07,62,57,6.49,6.6,4.06,4678,Ideal,F,SI2
1.07,61.5,57,6.57,6.6,4.05,4678,Ideal,F,SI2
0.9,61.9,57,6.17,6.23,3.84,4678,Very Good,F,VS2
1.02,63.5,57,6.4,6.35,4.05,4678,Very Good,F,SI1
1.03,61.2,57,6.51,6.59,4.01,4679,Ideal,D,SI2
1.03,62.4,57,6.47,6.52,4.05,4679,Ideal,G,SI1
1.28,63.6,57,6.78,6.73,4.29,4679,Good,G,SI2
1.06,61.2,57,6.59,6.51,4.01,4682,Ideal,D,SI2
1.02,61.3,57,6.47,6.49,3.97,4685,Ideal,I,SI1
1.11,62.3,57,6.67,6.62,4.14,4687,Premium,H,VS1
1.02,63.2,57,6.44,6.38,4.05,4688,Very Good,H,SI1
1.1,63,57,6.5,6.54,4.11,4689,Very Good,H,SI1
1.25,61.5,57,7,6.93,4.28,4690,Premium,J,SI2
1.21,63,57,6.73,6.77,4.25,4691,Very Good,J,VS2
1.01,63.3,57,6.33,6.37,4.02,4692,Good,E,SI1
1.05,63.5,57,6.47,6.44,4.1,4692,Very Good,H,SI1
1.27,62.6,57,6.85,6.88,4.3,4693,Ideal,J,SI2
1.01,61.2,57,6.45,6.49,3.96,4693,Ideal,J,VS1
1.01,62.4,57,6.36,6.43,3.99,4693,Ideal,H,SI2
1.01,62.3,57,6.41,6.36,3.98,4694,Ideal,G,SI1
1.07,62.4,57,6.55,6.52,4.08,4698,Ideal,E,SI2
1.09,62,57,6.61,6.55,4.08,4700,Premium,H,SI2
0.93,59.6,57,6.37,6.42,3.81,4700,Ideal,E,SI1
1.25,62.5,57,6.83,6.86,4.28,4702,Very Good,J,SI1
1.04,60.6,57,6.56,6.6,3.99,4703,Very Good,G,SI2
1.2,64.1,57,6.68,6.65,4.27,4704,Good,H,SI2
1.5,66.1,57,7.12,7.04,4.68,4704,Fair,I,I1
1,63.1,57,6.37,6.33,4.01,4704,Very Good,F,SI1
1.26,59.6,57,7.04,7.01,4.19,4704,Ideal,I,SI2
1.12,60.8,57,6.76,6.7,4.09,4704,Premium,I,SI1
1.2,63.3,57,6.7,6.66,4.23,4704,Very Good,I,SI1
0.91,61,57,6.27,6.32,3.84,4706,Ideal,E,SI1
1.01,63.3,57,6.41,6.36,4.04,4707,Very Good,H,SI1
1.11,61.4,57,6.63,6.67,4.08,4709,Ideal,H,SI2
1.11,61.9,57,6.62,6.67,4.11,4709,Ideal,I,SI1
0.34,62.5,57,4.47,4.49,2.8,413,Ideal,D,I1
0.31,60.9,57,4.36,4.41,2.67,414,Ideal,I,SI1
0.33,63.5,57,4.36,4.39,2.78,416,Good,H,SI2
0.24,61.8,57,3.97,4.02,2.47,417,Ideal,F,VS2
0.31,60.5,57,4.39,4.41,2.66,591,Ideal,F,VS2
0.32,63.5,57,4.39,4.34,2.77,591,Very Good,H,SI1
0.4,64,57,4.67,4.7,3,591,Good,J,VS2
1.02,60.3,57,6.5,6.53,3.95,4712,Ideal,E,SI2
1.02,63.4,57,6.41,6.43,4.07,4712,Good,E,SI2
1.13,61.3,57,6.73,6.67,4.11,4712,Ideal,G,SI2
1.22,60.7,57,6.92,6.88,4.19,4714,Ideal,I,SI2
0.9,63.2,57,6.12,6.07,3.85,4715,Very Good,F,VS2
1.1,59.1,57,6.72,6.82,4,4715,Very Good,F,SI2
1.01,63.6,57,6.35,6.39,4.05,4719,Good,D,SI2
1.12,61.6,57,6.68,6.66,4.11,4720,Ideal,F,SI2
1,62.7,57,6.37,6.42,4.01,4721,Ideal,F,SI2
0.93,61.6,57,6.27,6.33,3.88,4724,Ideal,D,SI1
1.14,61.8,57,6.76,6.68,4.15,4724,Ideal,I,SI1
1.05,61.8,57,6.51,6.54,4.03,4729,Ideal,F,SI1
1,66.7,57,6.11,6.04,4.05,4732,Fair,F,VS2
1.08,62.1,57,6.56,6.58,4.08,4733,Ideal,G,SI2
1.09,61.7,57,6.57,6.62,4.07,4733,Ideal,G,SI2
1.08,62.7,57,6.48,6.51,4.07,4740,Ideal,H,SI1
0.8,61.4,57,5.96,6,3.67,4740,Ideal,G,VVS2
1.04,61.2,57,6.54,6.6,4.02,4740,Ideal,F,SI2
1.21,61.5,57,6.93,6.88,4.25,4740,Premium,F,SI2
1.08,63.7,57,6.54,6.49,4.15,4742,Good,E,SI2
1,61.8,57,6.39,6.43,3.96,4743,Ideal,E,SI2
1.02,61.8,57,6.43,6.49,3.99,4746,Ideal,F,SI2
1.02,62.5,57,6.41,6.46,4.02,4746,Ideal,H,SI1
1.13,62.8,57,6.68,6.64,4.18,4746,Premium,I,SI1
1.01,62.6,57,6.35,6.33,3.97,4751,Premium,E,SI2
1.01,61.1,57,6.52,6.48,3.97,4751,Ideal,E,SI2
1.04,62.1,57,6.48,6.46,4.02,4754,Ideal,F,SI2
1.19,62.8,57,6.78,6.7,4.23,4761,Premium,J,VS2
1.18,63.5,57,6.75,6.8,4.3,4763,Very Good,I,SI2
0.99,61.8,57,6.4,6.42,3.96,4763,Ideal,I,SI1
1.05,63.3,57,6.5,6.46,4.1,4763,Very Good,E,SI2
1.1,62.5,57,6.6,6.56,4.11,4764,Ideal,H,SI1
1.25,62.7,57,6.86,6.88,4.31,4764,Ideal,J,SI1
1.03,61.2,57,6.59,6.51,4.01,4764,Ideal,D,SI2
1.03,62.4,57,6.52,6.47,4.05,4764,Ideal,G,SI1
1.03,63.1,57,6.45,6.41,4.06,4764,Very Good,G,SI1
