carat,cut,color,clarity,depth,table,x,y,z,price,index,0.799233891
0.64,Good,H,VS1,61.8,60.3,5.47,5.53,3.4,1786,46590,0.292137222
0.7,Very Good,E,VS1,63.4,56,5.6,5.63,3.56,3107,2038,0.502752032
0.52,Premium,F,SI1,59.5,59,5.31,5.24,3.14,1338,42698,0.161154715
1.68,Ideal,H,SI1,61.9,56,7.63,7.72,4.75,13375,24928,0.38904282
0.93,Very Good,I,VS1,62.5,58,6.2,6.25,3.89,3562,4192,0.365313356
1.54,Ideal,G,VS2,61.4,57,7.47,7.42,4.57,14103,25396,0.859299822
0.43,Ideal,F,SI2,60.7,57,4.88,4.91,2.97,742,30802,0.098674103
0.38,Ideal,H,VVS2,61.6,56,4.67,4.72,2.89,794,32459,0.549650783
1.12,Fair,G,VS1,64.8,56,6.48,6.52,4.21,5487,13281,0.156976304
2.04,Fair,E,SI2,65.4,55,7.87,7.93,5.17,12799,24519,0.59217745
1.2,Very Good,H,SI1,62.9,56,6.74,6.8,4.26,6019,14943,0.24587024
1.42,Fair,G,VS2,59.6,66,7.31,7.23,4.33,7214,17875,0.556748749
1.01,Premium,D,VVS2,62.4,60,6.36,6.31,3.95,10407,22383,0.922937281
0.7,Premium,D,SI2,59.3,59,5.79,5.74,3.42,2562,52762,0.791190194
0.61,Very Good,H,VVS2,60.5,57,5.52,5.54,3.35,1970,48407,0.410485921
0.4,Premium,D,VS1,62.5,60,4.72,4.66,2.93,1200,41183,0.243022815
0.55,Very Good,E,VVS2,60.8,55,5.26,5.33,3.22,2238,50269,0.94071925
1.01,Good,D,SI1,63.8,58,6.38,6.34,4.06,5543,13509,0.979732728
0.36,Good,D,SI1,63.4,57,4.55,4.57,2.89,663,28113,0.911388428
0.3,Ideal,F,SI1,62.3,53.9,4.28,4.31,2.68,499,40923,0.031103301
0.56,Ideal,H,SI1,62.3,53,5.28,5.31,3.3,1270,42058,0.58861139
0.33,Ideal,E,VVS2,61.4,55,4.46,4.5,2.75,802,32587,0.99179119
1.02,Very Good,H,SI1,61.9,61,6.34,6.42,3.95,4476,8816,0.296133143
0.58,Premium,E,VS2,61.5,58,5.41,5.38,3.32,2535,52553,0.505867393
1.32,Premium,I,SI1,62.2,58,6.99,7.04,4.36,6171,15410,0.297939468
1.24,Premium,F,VS1,61.5,57,6.97,6.86,4.25,9333,21178,0.104120132
0.52,Ideal,D,SI2,62.5,56,5.08,5.12,3.19,1289,42211,0.696921422
1.01,Fair,F,SI2,66.7,64,6.14,6.05,4.06,3597,4328,0.636439001
0.4,Very Good,H,VS2,63.1,62,4.75,4.66,2.97,895,35311,0.037491772
0.57,Ideal,E,VS1,61.6,56.9,5.29,5.36,3.28,2030,48836,0.891024369
0.3,Ideal,D,SI1,62.5,57,4.29,4.32,2.69,552,63,0.709164415
0.9,Premium,G,SI1,62.2,60,6.14,6.07,3.8,3984,6125,0.178007784
0.72,Ideal,F,SI1,61.7,59,5.75,5.79,3.56,2706,53654,0.040140498
0.42,Ideal,H,IF,61.7,55,4.84,4.82,2.98,1273,42086,0.271739181
0.96,Fair,E,SI2,57.7,67,6.49,6.46,3.73,3674,4685,0.593588817
1.12,Ideal,I,VS2,62.8,55,6.69,6.66,4.19,4986,11322,0.644729575
1.07,Premium,H,SI1,62.9,61,6.47,6.41,4.05,4440,8592,0.199426842
1.13,Premium,F,SI1,60.6,60,6.76,6.67,4.07,5581,13639,0.47169688
0.3,Very Good,H,VS2,61.1,61,4.29,4.32,2.63,473,35612,0.015290112
0.33,Ideal,G,VS2,61.6,55,4.46,4.43,2.74,743,30862,0.257185361
1.51,Very Good,I,SI1,63.5,57,7.19,7.24,4.58,8214,19586,0.057256171
1.71,Very Good,D,SI2,63.5,56,7.58,7.51,4.79,11844,23785,0.79551031
0.92,Premium,H,VS2,62.4,60,6.24,6.16,3.87,4451,8634,0.26481845
0.31,Very Good,E,SI1,63.4,55,4.32,4.29,2.73,698,29269,0.845595083
0.32,Very Good,G,VS2,62.4,59,4.33,4.36,2.71,561,2050,0.779761685
1.2,Ideal,I,SI1,62.6,58,6.74,6.71,4.21,5376,12917,0.574705811
0.9,Good,G,VS2,61.5,61,6.18,6.21,3.81,4296,7826,0.852850979
0.74,Very Good,E,SI2,61,57,5.83,5.88,3.57,2574,52838,0.922190808
0.54,Ideal,F,VS1,62.2,55,5.23,5.25,3.26,1799,46742,0.369067814
0.4,Very Good,G,VVS2,60.6,59,4.74,4.8,2.89,868,34503,0.400304469
1.51,Premium,I,VS1,63,59,7.3,7.28,4.59,9513,21401,0.850539448
0.34,Premium,D,VS2,62.1,58,4.45,4.5,2.78,805,32807,0.971038776
1.01,Premium,G,SI2,62.7,58,6.44,6.38,4.02,4327,7998,0.413365569
0.42,Ideal,H,SI1,62.7,56,4.76,4.78,2.99,700,29418,0.726029991
1.2,Premium,G,SI2,60.2,60,6.9,6.83,4.13,5689,13973,0.329788111
0.62,Ideal,D,VS1,61.9,57,5.47,5.55,3.41,2508,52392,0.809295616
0.9,Very Good,H,VS1,61.8,56,6.16,6.18,3.81,4136,6909,0.713481728
1.14,Ideal,G,VVS1,61.1,58,6.74,6.77,4.13,10933,22894,0.657009626
0.71,Ideal,D,VS1,61.3,56,5.75,5.77,3.53,3406,3525,0.039656669
1.01,Ideal,G,VS1,61.9,54,6.44,6.48,4,7179,17815,0.002296726
0.29,Ideal,F,VS1,61.6,56,4.26,4.31,2.64,555,414,0.066303966
1.54,Premium,E,SI2,59,62,7.59,7.56,4.47,8020,19311,0.69385672
0.72,Ideal,I,VS2,62.1,58,5.74,5.72,3.57,2347,51183,0.081298169
1.03,Ideal,D,SI2,61.8,56,6.46,6.51,4.01,4679,9870,0.727190674
0.9,Very Good,F,SI1,61.4,58,6.18,6.23,3.81,4379,8261,0.916453103
1.48,Very Good,I,VS2,63,58,7.16,7.19,4.52,8196,19568,0.602896153
0.55,Ideal,F,VVS2,62.3,54,5.27,5.29,3.29,2558,52733,0.521671139
0.78,Ideal,I,VS2,61.8,55,5.92,5.95,3.67,2834,580,0.466743848
1.2,Very Good,H,SI1,61.6,61,6.81,6.77,4.18,6350,15875,0.35390589
0.32,Very Good,D,SI2,63.4,56,4.38,4.36,2.77,612,17070,0.428501368
1.01,Premium,G,VVS2,61.2,58,6.49,6.45,3.96,8163,19530,0.551717785
0.32,Ideal,G,VVS1,61.2,55,4.41,4.44,2.71,814,33035,0.794303202
0.31,Very Good,E,VS2,61.7,58,4.31,4.34,2.67,680,28760,0.447978951
0.5,Premium,E,SI2,59.5,59,5.16,5.19,3.08,1154,40659,0.938733738
2.48,Premium,I,VS2,60.1,58,8.83,8.76,5.29,16820,26883,0.478220896
0.41,Very Good,E,SI2,63.3,56,4.73,4.69,2.98,818,33179,0.803358592
0.93,Ideal,E,SI1,61.9,55,6.26,6.31,3.89,4511,8999,0.99175765
0.91,Good,J,I1,63.1,57,6.06,6.12,3.84,1945,48188,0.70640902
0.3,Ideal,D,VS2,60.8,57,4.34,4.31,2.63,911,35716,0.927026243
1.07,Ideal,I,VVS1,62.3,57,6.56,6.6,4.1,6685,16782,0.537267275
0.32,Ideal,G,IF,61.3,55,4.43,4.47,2.73,918,35882,0.079352518
0.32,Premium,F,VS2,61.3,60,4.4,4.37,2.69,828,33494,0.608923185
0.3,Very Good,G,VVS1,61.1,57,4.33,4.37,2.66,680,28702,0.268592997
0.57,Ideal,F,VS2,60.8,57,5.34,5.37,3.25,1869,47531,0.874025398
1.02,Ideal,D,VS1,62.7,55,6.49,6.4,4.04,7118,17663,0.165904084
0.7,Very Good,D,SI1,62.1,56,5.65,5.69,3.52,2686,53507,0.931195906
0.7,Premium,I,SI1,61.8,62,5.69,5.64,3.5,1914,47910,0.714275384
1.01,Good,E,VS2,62.5,58,6.32,6.36,3.96,6221,15526,0.925343375
0.31,Premium,F,VVS1,59.4,58,4.45,4.41,2.63,982,37346,0.413992841
1.13,Premium,I,VS2,62.4,59,6.63,6.58,4.12,4964,11234,0.753002219
1.28,Ideal,H,SI1,62.4,56,6.93,6.91,4.32,6701,16803,0.80290549
0.75,Premium,D,SI2,60.6,56,5.94,5.9,3.59,2337,51112,0.580545963
0.71,Very Good,J,SI1,59.7,57,5.84,5.88,3.5,1979,48478,0.958540147
0.5,Ideal,E,VS2,62.2,55,5.07,5.09,3.16,1624,44813,0.649173359
1.21,Fair,J,SI2,64.6,59,6.74,6.64,4.32,3984,6126,0.414958236
1.21,Premium,G,VS2,63,58,6.72,6.67,4.22,7318,18097,0.528862936
0.7,Premium,F,SI1,62.1,58,5.7,5.64,3.52,2527,52512,0.742872529
0.34,Very Good,H,VVS2,62.7,59,4.43,4.47,2.79,686,29004,0.02239465
0.27,Very Good,E,VVS1,61.5,58,4.16,4.23,2.58,620,18717,0.255038174
1.01,Very Good,H,SI1,61.8,60,6.38,6.44,3.96,4855,10772,0.040301429
0.4,Ideal,I,SI2,61.3,56,4.76,4.79,2.93,612,17052,0.468012721
0.28,Ideal,G,VVS2,61.5,56,4.22,4.24,2.6,586,8708,0.068225509
0.3,Ideal,E,SI1,61.3,56,4.34,4.37,2.67,640,25023,0.0832842
1.51,Premium,G,VS1,62.4,59,7.28,7.25,4.53,13638,25106,0.750747446
0.36,Premium,H,VS1,60.5,59,4.6,4.63,2.79,631,23381,0.373217377
1.54,Ideal,G,VS2,60.8,57,7.44,7.46,4.53,15395,26121,0.98344649
1.22,Premium,E,VVS1,61.1,60,6.87,6.85,4.19,13824,25224,0.64288869
0.33,Ideal,I,IF,61.6,55,4.47,4.46,2.75,891,35208,0.506532921
2.01,Very Good,J,SI2,61,57,8.09,8.14,4.95,11110,23084,0.823139936
0.36,Premium,G,SI2,60.8,58,4.57,4.61,2.79,473,35288,0.517851724
1.71,Ideal,H,SI1,61.8,57,7.74,7.69,4.76,13477,24976,0.68562532
0.32,Ideal,F,VS2,62.6,55,4.38,4.41,2.75,645,26030,0.409120188
2.53,Premium,H,SI2,62.6,60,8.66,8.55,5.39,14659,25733,0.044198134
0.5,Premium,E,VS2,62.1,62,5.1,5.08,3.16,1559,44128,0.833689049
0.31,Ideal,D,VS1,62,54,4.35,4.36,2.7,683,28818,0.161899054
0.53,Ideal,H,VS2,61.7,54,5.23,5.2,3.22,1604,44542,0.147793256
0.57,Premium,F,VS1,61.3,54,5.41,5.35,3.3,1815,46981,0.324079822
0.41,Premium,F,VS1,61.2,57,4.8,4.77,2.93,1076,39417,0.939272789
1.7,Ideal,I,VS1,63,55,7.75,7.54,4.76,12030,23911,0.051634681
1.23,Ideal,F,SI2,62.1,57,6.83,6.8,4.23,4819,10579,0.333280351
0.75,Ideal,F,SI1,60.8,57,5.87,5.9,3.58,3610,4415,0.168799079
1.5,Premium,H,VS2,62.4,59,7.29,7.32,4.56,11092,23064,0.419525028
0.39,Ideal,E,VS1,62.3,57,4.64,4.67,2.9,1026,38419,0.7641765
0.31,Very Good,H,VVS1,63.3,56,4.32,4.3,2.73,907,35607,0.218082071
0.41,Ideal,D,SI1,62.2,57,4.76,4.7,2.94,1015,38192,0.186550826
0.91,Ideal,F,VS2,62.8,57,6.18,6.2,3.89,5214,12282,0.866586492
1.5,Fair,H,SI1,65,57,7.1,7.06,4.6,6838,17139,0.6830902
1.46,Premium,D,SI2,62,55,7.32,7.23,4.51,8683,20253,0.205010833
0.53,Good,F,VVS2,62.5,65,5.11,5.17,3.21,2281,50587,0.611439195
0.44,Ideal,E,VS1,61.5,56,4.9,4.92,3.02,1081,39568,0.230919073
0.59,Premium,E,SI2,60.8,56,5.43,5.4,3.29,1195,41113,0.900647466
0.35,Premium,E,VVS1,63,59,4.48,4.44,2.81,1071,39330,0.005499992
1.01,Premium,D,SI1,59.1,61,6.5,6.46,3.83,4909,10977,0.300078
1.27,Ideal,E,VS2,61.8,55,7.03,6.92,4.31,6543,16391,0.098745638
0.77,Premium,E,VS1,60.8,56,5.95,5.9,3.6,3260,2797,0.282796388
0.28,Ideal,H,VS1,62.2,54,4.19,4.23,2.62,462,33277,0.46140823
0.61,Ideal,J,SI1,62,55,5.45,5.48,3.39,1143,40507,0.240056292
2.4,Ideal,I,SI2,62.8,57,8.52,8.49,5.34,11988,23890,0.787684721
0.41,Ideal,D,SI1,60.3,57,4.86,4.82,2.92,1015,38183,0.571137634
1.01,Ideal,H,SI2,60.1,60,6.54,6.5,3.92,4131,6883,0.673303815
0.5,Good,E,VS2,63.1,61,5,5.05,3.17,1419,43475,0.174244044
0.32,Ideal,F,VS1,61,56,4.45,4.48,2.72,716,29992,0.485390625
0.9,Ideal,H,VS1,62.1,56,6.15,6.2,3.83,5013,11474,0.321288127
1.3,Ideal,F,VS2,62.2,56,6.98,6.94,4.33,10090,22065,0.543647417
0.53,Ideal,E,VVS1,61.7,57,5.17,5.21,3.2,2407,51763,0.592568814
0.28,Ideal,H,VS1,62.1,55,4.17,4.21,2.6,476,35963,0.078513157
0.44,Premium,I,VS1,62.8,56,4.88,4.83,3.05,1040,38648,0.816555566
0.24,Very Good,F,VVS2,61.7,56,3.98,4,2.45,608,15705,0.181985914
0.3,Very Good,G,IF,61,62,4.32,4.34,2.64,895,35256,0.863984504
0.4,Ideal,G,IF,61.1,58,4.72,4.74,2.89,1229,41453,0.119751998
1.23,Ideal,H,VS2,62.2,55,6.81,6.85,4.25,7130,17686,0.25678218
1.04,Premium,I,SI2,62,57,6.53,6.47,4.03,3774,5175,0.504734422
0.3,Ideal,D,VS1,61,57,4.32,4.31,2.63,835,33658,0.071697172
1,Good,E,SI2,57.7,65,6.59,6.55,3.79,3763,5132,0.534608047
0.51,Premium,F,VS1,62.2,58,5.14,5.12,3.19,1749,46195,0.874213078
1.55,Ideal,H,SI1,62.4,58,7.38,7.4,4.61,10960,22921,0.921913137
1.07,Ideal,G,VS2,62.2,57,6.55,6.53,4.07,6471,16194,0.841082021
0.71,Very Good,D,VS2,60.3,62,5.69,5.76,3.45,3131,2166,0.111048208
0.74,Very Good,F,SI2,63.1,58,5.76,5.72,3.62,1909,47858,0.36001174
2.03,Ideal,I,SI2,60,57,8.32,8.2,4.96,13182,24802,0.324630469
0.51,Premium,E,SI1,61.8,58,5.15,5.11,3.17,1443,43817,0.146220535
0.41,Ideal,F,SI1,61.8,56,4.75,4.79,2.95,711,29905,0.231961951
0.72,Ideal,G,VS2,61.4,55,5.76,5.8,3.55,2952,1290,0.865438961
1.02,Ideal,G,VS1,61.1,56,6.51,6.54,3.99,7077,17576,0.817226125
0.71,Ideal,I,SI1,61,56,5.75,5.78,3.52,2319,50933,0.654132527
1.18,Very Good,E,I1,63.3,57,6.7,6.64,4.22,3965,6022,0.590368241
0.32,Ideal,E,VVS1,61.6,56,4.42,4.41,2.72,1020,38332,0.109300062
0.3,Very Good,G,IF,62.9,58,4.21,4.25,2.66,895,35249,0.831713667
0.93,Very Good,D,SI2,62.6,57,6.2,6.26,3.9,4214,7354,0.426403169
0.38,Ideal,F,VS2,62.1,57,4.61,4.67,2.88,800,32571,0.450847653
1.11,Fair,J,SI2,64.8,55.1,6.44,6.55,4.21,4056,6479,0.823920887
1.76,Premium,D,SI2,59.6,58,7.9,7.86,4.7,13867,25249,0.11430165
0.33,Good,I,VVS2,63.7,56,4.4,4.36,2.79,743,30833,0.02781152
0.73,Fair,E,VVS2,57.4,59,5.99,5.95,3.43,3813,5354,0.159733422
1.16,Ideal,F,VS1,61.9,54,6.75,6.79,4.19,9348,21207,0.93087929
0.9,Very Good,H,VS2,61.6,63,6.14,6.1,3.77,3810,5335,0.563345771
1.31,Ideal,G,VS1,62,53,7.06,7.07,4.37,10556,22519,0.355042587
0.7,Very Good,H,VS2,62.9,58,5.6,5.65,3.54,2276,50547,0.230502507
1.2,Premium,J,SI2,58.7,59,6.99,6.94,4.09,4685,9899,0.592433824
1,Ideal,G,VS2,62.6,57,6.47,6.4,4.03,5967,14821,0.954393462
0.9,Premium,H,SI2,62.1,59,6.13,6.04,3.78,3326,3125,0.090902747
1.44,Very Good,H,SI2,58.2,61,7.45,7.51,4.35,7128,17682,0.17351062
0.41,Very Good,G,VS2,60.9,61,4.74,4.75,2.89,827,33332,0.481870831
0.34,Very Good,E,SI2,63.1,56,4.51,4.46,2.83,571,4062,0.588796046
1.01,Ideal,G,VS2,61.8,56,6.42,6.45,3.98,5999,14907,0.744262475
0.3,Ideal,G,IF,62.3,56,4.31,4.32,2.69,863,34411,0.850010576
0.65,Ideal,H,IF,61.5,55,5.6,5.62,3.45,3065,1855,0.895887194
0.96,Fair,F,I1,62.9,66,6.29,6.07,3.91,1917,47954,0.758299818
0.9,Good,F,SI1,63.3,60,6.09,6.11,3.86,3950,5959,0.758506833
0.44,Very Good,F,SI2,62.8,60,4.82,4.86,3.04,648,27785,0.116118538
0.54,Premium,F,VS1,61.8,59,5.23,5.16,3.21,1773,46449,0.980985311
1.01,Premium,G,SI1,62.9,61,6.4,6.36,4.01,4672,9827,0.741197139
0.36,Ideal,I,VS1,60.5,57,4.56,4.59,2.77,568,3723,0.604783909
1.51,Premium,E,SI1,61.5,58,7.38,7.33,4.52,12644,24404,0.166969881
1.54,Premium,G,SI2,59.4,60,7.49,7.52,4.46,7707,18820,0.685449843
0.36,Ideal,E,VS1,61.8,54,4.56,4.6,2.83,835,33663,0.476734666
0.26,Ideal,D,VS1,62,55,4.1,4.12,2.55,452,31967,0.404681702
2.02,Premium,I,SI2,61.7,58,8.07,8,4.96,14350,25531,0.196120266
0.39,Ideal,G,VS2,61.5,57,4.69,4.74,2.9,745,30904,0.95704407
2.03,Premium,G,SI1,61.3,59,8.11,8.08,4.96,18423,27582,0.485202645
1.01,Good,D,SI1,63.9,61,6.31,6.28,4.02,5147,12001,0.281083208
0.79,Very Good,D,SI1,59.7,57,5.96,5.99,3.57,3432,3637,0.337378245
1.31,Premium,I,VS2,62.4,61,6.98,6.9,4.33,6921,17280,0.384489799
0.7,Good,I,SI1,63.6,55,5.62,5.58,3.56,1995,48594,0.831692662
0.41,Ideal,D,VS2,61.9,56,4.77,4.8,2.96,1007,37906,0.459860492
1.13,Very Good,F,SI1,60.6,60,6.67,6.76,4.07,5481,13262,0.703488787
0.9,Very Good,F,SI1,59.8,54,6.25,6.32,3.76,4054,6470,0.062321964
0.53,Very Good,D,VS1,59.4,59,5.25,5.32,3.14,1907,47839,0.239154404
1.3,Ideal,G,VS1,62,55,6.98,7.02,4.34,10038,21969,0.755707529
0.53,Ideal,D,VS2,60.6,57,5.24,5.28,3.19,1857,47458,0.151188979
0.46,Premium,I,SI2,60.3,62,4.95,4.9,2.97,880,34986,0.942059304
0.27,Ideal,I,VS1,62.2,54,4.16,4.2,2.6,432,27960,0.428165007
0.73,Ideal,F,SI1,62.6,55,5.75,5.78,3.61,2737,53830,0.019593308
0.43,Very Good,G,SI1,62.9,55,4.83,4.87,3.05,754,31127,0.028065142
1.08,Premium,G,SI2,63,54,6.58,6.54,4.13,4124,6847,0.994059962
0.34,Ideal,G,VS2,62.2,57,4.47,4.44,2.77,765,31511,0.986207188
0.32,Very Good,I,VVS2,63,57,4.33,4.37,2.74,561,2378,0.917457409
1.34,Ideal,H,VS2,62.1,57,7,7.05,4.36,8094,19445,0.100073501
0.34,Premium,D,VVS2,60.1,58,4.55,4.53,2.73,1052,38905,0.46037307
0.52,Good,F,SI1,63.8,56,5.07,5.12,3.25,1244,41746,0.59144689
1.01,Good,G,SI1,59.8,61,6.45,6.49,3.87,5277,12560,0.302538868
0.81,Premium,H,VS1,61.7,58,5.98,5.95,3.68,3107,2075,0.297134742
0.51,Good,F,SI1,63.1,54,5.06,5.12,3.21,1220,41372,0.371933423
1.03,Fair,D,SI2,66.4,56,6.31,6.19,4.15,3743,5007,0.624302879
0.71,Very Good,G,VS1,64,56,5.65,5.67,3.62,2630,53175,0.106459311
1.23,Ideal,F,VVS2,63,55,6.89,6.79,4.31,10580,22545,0.948554253
0.31,Ideal,H,VS2,62.2,55,4.36,4.39,2.72,489,38622,0.299454003
0.9,Fair,G,SI1,65.6,56,6.1,6.03,3.98,3145,2228,0.365453071
0.3,Ideal,E,VVS2,61.6,58,4.28,4.33,2.65,766,31545,0.485489891
0.32,Ideal,G,IF,61.3,56,4.4,4.44,2.71,918,35892,0.955277342
0.59,Ideal,E,SI1,62,57,5.36,5.39,3.33,1607,44589,0.431244337
1.01,Very Good,J,VS1,61.3,57,6.43,6.5,3.96,4262,7625,0.598386911
0.31,Premium,E,SI2,60.8,61,4.43,4.39,2.68,558,1381,0.81337755
0.51,Premium,D,VS2,60.9,58,5.18,5.14,3.14,1716,45874,0.931112671
0.32,Very Good,D,VS2,62.5,57,4.34,4.39,2.73,758,31295,0.116243827
0.38,Premium,D,SI1,58.9,61,4.79,4.75,2.81,941,36384,0.6931519
0.73,Very Good,E,SI2,62.1,58,5.75,5.81,3.59,2395,51613,0.48809556
1.06,Ideal,F,SI1,62.2,57,6.52,6.5,4.05,5613,13771,0.365878614
0.5,Good,E,SI2,63.2,61,5.02,5.05,3.18,1000,37788,0.275006842
1.61,Ideal,F,VS2,62.9,56,7.52,7.46,4.71,15426,26136,0.157995052
0.33,Ideal,E,VS2,60.8,57,4.45,4.47,2.71,723,30235,0.905982261
0.5,Ideal,D,VVS2,60.4,54,5.23,5.17,3.14,2211,50124,0.417433899
0.27,Very Good,E,VVS2,58.6,61,4.27,4.3,2.51,575,5714,0.254944463
1.61,Very Good,E,SI2,63,59.9,7.42,7.45,4.68,10891,22858,0.501948146
0.31,Ideal,E,VVS2,61.7,56,4.37,4.38,2.7,766,31537,0.279243414
0.37,Ideal,E,VS1,61.6,54.7,4.61,4.63,2.85,886,35082,0.685652714
0.91,Good,I,VS2,64.2,55,6.13,6.09,3.92,3287,2923,0.408726041
1.1,Premium,F,SI1,59.5,59,6.77,6.7,4.01,5821,14419,0.816537312
1.6,Very Good,E,SI2,62.5,54,7.5,7.55,4.7,11537,23533,0.026674144
1.01,Ideal,E,VS1,62.7,55,6.4,6.45,4.03,7528,18488,0.562806929
0.32,Ideal,D,SI2,62.4,54,4.38,4.4,2.74,477,36284,0.195190104
2.01,Very Good,J,VS2,63.2,55,7.97,8.04,5.07,13596,25073,0.497346924
0.3,Ideal,G,VVS1,62.2,57,4.31,4.27,2.67,1013,38135,0.42590784
0.51,Ideal,G,IF,61.4,54,5.18,5.24,3.2,2208,50108,0.002951328
0.7,Very Good,G,VS2,63.5,57,5.68,5.66,3.6,2331,51060,0.553351915
0.51,Premium,E,SI1,61.2,61,5.16,5.13,3.15,1402,43319,0.303900032
0.4,Very Good,D,SI1,63.1,57,4.73,4.69,2.97,924,36070,0.372593675
0.53,Ideal,D,SI1,61.2,57,5.19,5.24,3.19,1587,44419,0.85906176
0.4,Ideal,E,SI1,62.2,55,4.75,4.71,2.94,945,36553,0.981715424
0.71,Good,H,SI1,63.4,54,5.6,5.67,3.57,2056,49046,0.855419461
0.31,Premium,F,IF,61.6,58,4.37,4.33,2.68,1122,40211,0.641245107
1.01,Good,E,SI1,63.9,56,6.37,6.31,4.05,5724,14119,0.869872041
0.25,Very Good,G,VVS1,61.8,57,4.04,4.07,2.5,525,45638,0.267334461
0.81,Fair,I,VS2,64.6,59,5.83,5.78,3.75,2414,51784,0.053260509
0.4,Very Good,F,SI2,62.6,53,4.7,4.75,2.96,579,6738,0.419524543
1.06,Ideal,H,SI2,59.9,58,6.67,6.63,3.98,4749,10253,0.196537245
0.82,Very Good,G,SI1,63.4,55,6,5.93,3.78,2893,976,0.11616584
0.3,Ideal,D,SI1,61.9,54,4.32,4.34,2.68,552,53634,0.727860137
0.37,Ideal,E,VS2,61.9,53,4.62,4.65,2.87,811,32938,0.565579645
0.91,Very Good,H,VS2,58.3,59,6.35,6.47,3.74,4193,7224,0.315747182
0.5,Good,G,VVS2,64.1,56,5.02,5.06,3.23,1666,45373,0.979450794
0.23,Very Good,F,IF,59.5,58,4,4.03,2.39,530,47644,0.853546236
0.32,Very Good,I,IF,61.9,59,4.37,4.39,2.71,673,28519,0.832132355
1.12,Very Good,D,SI2,61.2,60,6.63,6.67,4.07,5233,12402,0.212112208
0.4,Ideal,I,VVS2,62.4,55,4.73,4.7,2.94,1035,38570,0.128525337
1.01,Very Good,G,SI1,63.2,59,6.36,6.32,4.01,5113,11889,0.005560903
0.4,Very Good,E,SI1,62.2,56,4.71,4.74,2.94,694,29173,0.629197763
0.72,Ideal,E,VS1,62.6,57,5.69,5.72,3.57,3283,2903,0.227679929
0.76,Ideal,F,SI1,60.1,57,5.95,5.99,3.59,2607,53055,0.976050772
0.25,Very Good,D,VVS2,58.8,59,4.11,4.16,2.43,575,5726,0.41516592
1.2,Very Good,J,VS1,63.1,59,6.75,6.65,4.23,5376,12910,0.272385368
0.94,Ideal,D,SI1,62.3,57,6.24,6.29,3.9,4575,9309,0.561497258
0.38,Premium,E,VS2,59.2,60,4.77,4.73,2.81,1112,40053,0.949996536
0.64,Premium,E,VVS2,62.1,58,5.56,5.51,3.44,2870,852,0.685646009
0.32,Good,H,SI1,63.1,54,4.36,4.42,2.77,449,31261,0.934767652
0.25,Premium,H,VVS1,60.1,62,4.11,4.08,2.46,577,6731,0.948675302
0.8,Ideal,D,VS2,61.3,56,5.97,6,3.67,4781,10418,0.913624792
0.57,Ideal,E,VVS2,61,57,5.37,5.36,3.27,2507,52384,0.251184932
1.05,Ideal,G,VS2,60.8,57,6.65,6.58,4.02,6604,16526,0.916863227
2.24,Ideal,F,SI2,60.3,59,8.47,8.5,5.12,17989,27404,0.882356685
0.33,Ideal,H,VS1,60.2,57,4.54,4.5,2.72,743,30835,0.310050093
0.32,Good,D,SI2,63.9,58,4.33,4.31,2.76,612,17373,0.427903429
1.2,Ideal,G,VS1,62.4,57,6.8,6.78,4.24,8701,20279,0.423115643
1.21,Premium,J,SI2,60.9,60,6.82,6.78,4.14,4440,8594,0.473545771
1.22,Premium,J,VS1,61.7,59,6.92,6.85,4.25,5910,14637,0.844951127
1,Fair,H,SI2,69.5,55,6.17,6.1,4.26,2875,900,0.307864947
0.31,Ideal,D,SI2,62.1,57,4.34,4.32,2.69,593,10715,0.001775702
0.39,Ideal,E,VS1,62,54,4.68,4.71,2.91,948,36641,0.302714978
0.71,Very Good,E,VS1,61.8,56,5.74,5.78,3.56,3059,1829,0.713447873
0.43,Premium,E,VVS1,59.5,58,4.92,4.96,2.94,1433,43636,0.771818535
0.62,Ideal,D,VVS1,62.2,54,5.45,5.48,3.4,3968,6078,0.704725889
0.41,Good,E,SI2,63.8,57,4.75,4.68,3.01,818,33182,0.225371116
0.33,Very Good,F,VS1,59.1,60,4.48,4.52,2.66,772,31727,0.271406081
0.73,Ideal,J,VS2,62.3,55,5.74,5.78,3.59,2101,49380,0.2488321
0.3,Good,G,VVS1,64,57,4.23,4.27,2.72,678,28685,0.243247867
0.43,Good,E,SI2,63.6,55,4.8,4.83,3.06,669,28418,0.776164238
1.19,Premium,G,VS2,58.9,61,6.88,6.81,4.03,7397,18225,0.258864366
1.19,Very Good,H,VS2,61.1,58,6.81,6.83,4.17,6086,15138,0.883553306
0.3,Very Good,D,VS2,62.8,59,4.26,4.28,2.68,710,29881,0.847465576
0.23,Very Good,F,VVS2,59.3,57,4.01,4.05,2.39,530,46976,0.459088445
1.58,Ideal,G,IF,62.2,57,7.45,7.51,4.65,17329,27132,0.411076186
0.3,Ideal,I,VS1,62.3,55,4.3,4.34,2.69,457,32620,0.832735585
0.33,Very Good,E,SI1,63,54,4.38,4.42,2.77,579,7385,0.450132244
0.41,Good,I,VS1,63.7,57,4.67,4.72,2.99,755,31173,0.170903365
0.25,Good,E,VS1,63.3,60,3.99,4.04,2.54,361,28270,0.614942976
0.37,Premium,I,VS1,61.4,59,4.61,4.55,2.81,749,31021,0.365057422
